student_answer_id,question_paper,question_text,student_answer,model_answer,gap,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.25q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the multimeter reads a change in electrical state .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.27q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when there is a difference in voltage .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.30q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the electrical state changed .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.31q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the multimeter reads a non-zero .,The burned out bulb is the bulb with non-zero voltage reading between two terminals ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.32q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",When you find the damaged bulb the multimeter will read something other than zero .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.45q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the multimeter jumps from 0 to 1.5 volts .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.46q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when there is a change in voltage meter .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.49q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The voltage would vary .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.52q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The voltage will change .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.53q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when one observes a change in the voltage .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.54q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the multimeter shows a difference in volts between the two terminals .,The burned out bulb is the bulb with non-zero voltage reading between two terminals ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.56q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the voltages changes to zero at a specific terminal .,When there is a change in voltage one has found the damaged bulb .,When there is a change in voltage one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.57q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?","The voltage would change, showing a gap where the burned out bulb is .",When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.63q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One has found the burned out bulb when the voltage changes .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.64q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The burned out light bulb would be when there is a difference in the electrical states .,When there is a change in voltage one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.65q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The voltage would be 0 .,When there is a change in voltage one has found the damaged bulb .,When there is a change in voltage one has found the damaged bulb,
DAMAGED_BULB_SWITCH_Q.4q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb acts the same way as an open switch .,The damaged bulb has the same effect as the switch ., ,
DAMAGED_BULB_SWITCH_Q.5q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch both create a gap in the path .,A damaged bulb and an open switch create a gap ., ,
DAMAGED_BULB_SWITCH_Q.7q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb creates a gap while an open switch creates an incomplete path .,A damaged bulb and an open switch create a gap .,a damaged bulb and an open switch create a gap,
DAMAGED_BULB_SWITCH_Q.9q,Beetle_UQ,How does a damaged bulb compare to an open switch?,An open switch causes an incomplete circuit .,A damaged bulb and an open switch create a gap .,a damaged bulb and an open switch create a gap,
DAMAGED_BULB_SWITCH_Q.14q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch both create a gap in the path .,A damaged bulb and an open switch create a gap ., ,
DAMAGED_BULB_SWITCH_Q.17q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch both have opened paths .,A damaged bulb and an open switch both create a gap ., ,
DAMAGED_BULB_SWITCH_Q.19q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch both do not allow for a closed path .,A damaged bulb and an open switch create a gap ., ,
DAMAGED_BULB_SWITCH_Q.29q,Beetle_UQ,How does a damaged bulb compare to an open switch?,The bulb and the switch create gaps .,A damaged bulb and an open switch create a gap ., ,
DAMAGED_BULB_SWITCH_Q.34q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch each will create an open path in circuit .,A damaged bulb and an open switch create a gap ., ,
DAMAGED_BULB_SWITCH_Q.38q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch both can be gaps in a circuit .,There is a gap in the circuit ., ,
DAMAGED_BULB_SWITCH_Q.44q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch both open the path .,A damaged bulb and an open switch create a gap ., ,
DAMAGED_BULB_SWITCH_Q.47q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb prevents other bulbs from being on .,A damaged bulb and an open switch both create a gap and cause bulbs to go out ., ,
DAMAGED_BULB_SWITCH_Q.53q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb has the same effect of an open switch .,The damaged bulb has the same effect as the switch ., ,
DAMAGED_BULB_SWITCH_Q.59q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch both function the same and interfere with the bulb turning on .,A damaged bulb and an open switch both create a gap and cause bulbs to go out ., ,
DAMAGED_BULB_SWITCH_Q.60q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch both create gaps in the path .,A damaged bulb and an open switch create a gap ., ,
DAMAGED_BULB_SWITCH_Q.61q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch have the same effect .,A damaged bulb and an open switch create a gap ., ,
DAMAGED_BULB_SWITCH_Q.82q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch both do not work .,Both a damaged bulb and an open switch cause bulbs to go out ., ,
DAMAGED_BULB_SWITCH_Q.83q,Beetle_UQ,How does a damaged bulb compare to an open switch?,Both a damaged bulb and open switch will disconnect the circuit .,A damaged bulb and an open switch create a gap ., ,
DAMAGED_BULB_SWITCH_Q.84q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch are the same because they create a gap .,Both a damaged bulb and an open switch create a gap ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.71q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,One does not know .,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states . With a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively.,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.77q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The relationship between the voltage reading between two terminals and their electrical states is based on the distance between the terminals on the battery .,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.79q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The relationship between the electrical states of the terminals determines the voltage .,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states . With a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively.,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.80q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The value of the measurement between two terminals gives the voltage .,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.82q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,There is a difference in electrical current at each terminal .,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states . With a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively.,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.88q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading between two terminals and their electrical states are the same .,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states . With a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively.,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.91q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The relationship between the voltage reading between two terminals and their electrical states is yea ?,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.94q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The relationship between the voltage reading between two terminals and their electrical states is the power of god .,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states . With a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively.,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.95q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,If the voltage is 0 there is no electricity .,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively .,a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively.,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.100q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The relationship between the voltage reading between two terminals and their electrical states is tell someone the answer .,Measuring voltage indicates whether two terminals have different electrical states with  a zero voltage and a non - zero voltage means that the terminals have the same  and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states . With a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.107q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The relationship between the voltage reading between two terminals and their electrical states is there .,Measuring voltage indicates whether two terminals have different electrical states with  a zero voltage and a non - zero voltage means that the terminals have the same and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states with a zero voltage and a non-zero voltage means that the terminals have the same  and different electrical state respectively,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.111q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading is determined by whether the electrical state is positive or negative .,Measuring voltage indicates whether two terminals have different electrical states with  a zero voltage and a non - zero voltage means that the terminals have the same  and different electrical state respectively .,a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.113q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The relationship between the voltage reading between two terminals and their electrical states is one still does not know .,Measuring voltage indicates whether two terminals have different electrical states with  a zero voltage and a non - zero voltage means that the terminals have the same  and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.128q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The relationship between the voltage reading between two terminals and their electrical states is 0 .,Measuring voltage indicates whether two terminals have different electrical states with  a zero voltage and a non - zero voltage means that the terminals have the same  and different electrical state respectively .,a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.129q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The two terminals both have the same electrical reading .,Measuring voltage indicates whether two terminals have different electrical states with  a zero voltage and a non - zero voltage means that the terminals have the same  and different electrical state respectively .,Measuring voltage indicates whether two terminals have different electrical states,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.134q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,The voltage reading between two terminals is 1.5 volts .,Measuring voltage indicates whether two terminals have different electrical states with  a zero voltage and a non - zero voltage means that the terminals have the same  and different electrical state respectively .,a zero voltage and a non-zero voltage means that the terminals have the same and different electrical state respectively,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.85q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The burned out light bulb will be the first to have a 0.00 V level .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.86q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One would know that one has found the burned out bulb is tell answer .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.91q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The voltage will be 0 .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.92q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One gives up .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.96q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",Voltage would be 1.5 .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb ., ,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.98q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The voltage reading between two terminals is if the voltage is 0.00 V .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb .,the bulb with non-zero voltage reading between two terminals one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.99q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The voltage reading will be 0 .,When there is a change in voltage or the bulb with non-zero voltage reading between two terminals one has found the damaged bulb .,the bulb with non-zero voltage reading between two terminals one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.102q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One would know that one has found the burned out bulb is one does not know .,When there is a change in voltage or a non-zero voltage reading between two terminals one has found the damaged bulb .,When there is a change in voltage or a non-zero voltage reading between two terminals one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.104q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",The burned out bulb has no voltage .,When there is a change in voltage or a non-zero voltage reading between two terminals one has found the damaged bulb .,When there is a change in voltage or a non-zero voltage reading between two terminals one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.105q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One would know that one has found the burned out bulb is when the multimeter reads 0 .,When there is a change in voltage or a non-zero voltage reading between two terminals one has found the damaged bulb .,When there is a change in voltage or a non-zero voltage reading between two terminals one has found the damaged bulb,
DESCRIBE_GAP_LOCATE_PROCEDURE_Q.106q,Beetle_UQ,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",One will get a reading of 0.00 voltage .,When there is a change in voltage or a non-zero voltage reading between two terminals one has found the damaged bulb .,When there is a change in voltage or a non-zero voltage reading between two terminals one has found the damaged bulb,
DAMAGED_BULB_SWITCH_Q.87q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb connects the circuit .,A damaged bulb and an open switch both create a gap and cause bulbs to go out . They do the same .,A damaged bulb and an open switch both create a gap and cause bulbs to go out,
DAMAGED_BULB_SWITCH_Q.89q,Beetle_UQ,How does a damaged bulb compare to an open switch?,One does not know .,A damaged bulb and an open switch both create a gap and cause bulbs to go out . They do the same thing .,they do the same thing,
DAMAGED_BULB_SWITCH_Q.92q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb creates an open gap .,A damaged bulb and an open switch both create a gap and cause bulbs to go out . They do the same thing ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.1q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,If the voltage is not zero there is a difference in electrical states . If the voltage is zero there is no difference in electrical state .,A non-zero voltage means that the terminals have different electrical states ., ,
VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.5q,Beetle_UQ,What is the relationship between the voltage reading between two terminals and their electrical states?,Voltage reading between two terminals is the difference in voltage between the positive and negative terminals .,Voltage is the difference in electrical states between two terminals ., ,
DAMAGED_BULB_SWITCH_Q.80q,Beetle_UQ,How does a damaged bulb compare to an open switch?,A damaged bulb and an open switch are functionally the same .,A damaged bulb and an open switch are the same ., ,
VOLTAGE_DEFINE_Q.57t,Beetle_Train,What is voltage?,Voltage is the difference in size between two terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.68t,Beetle_Train,What is voltage?,Voltage is the measure of electricity .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.73t,Beetle_Train,What is voltage?,Voltage is the difference in electrical states between two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.78t,Beetle_Train,What is voltage?,Voltage is a property of batteries . Voltage is the difference between electrical currents in two terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.80t,Beetle_Train,What is voltage?,Voltage is the difference in charge between the two terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.102t,Beetle_Train,What is voltage?,Voltage is distance between terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.104t,Beetle_Train,What is voltage?,Voltage is the amount of power a battery emits .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.106t,Beetle_Train,What is voltage?,Voltage is the charge given when two terminals are connected .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.1a,Beetle_UA,What is voltage?,Voltage is electricity .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.2a,Beetle_UA,What is voltage?,Voltage is a measurement of electricity between a positive and negative terminal .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.3a,Beetle_UA,What is voltage?,Voltage is the difference in electrical state between terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.4a,Beetle_UA,What is voltage?,Voltage is the measurement of electricity .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.7a,Beetle_UA,What is voltage?,Voltage is the difference in the terminals of a battery .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.9a,Beetle_UA,What is voltage?,Voltage is the difference between the electrical states between two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.10a,Beetle_UA,What is voltage?,Voltage is the difference between the electrical states of two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.11a,Beetle_UA,What is voltage?,Voltage is the measurement of power .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.13a,Beetle_UA,What is voltage?,Voltage is tell answer .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.1t,Beetle_Train,What is voltage?,Voltage is the difference between two terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.4t,Beetle_Train,What is voltage?,Voltage is the difference in electrical state between terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.5t,Beetle_Train,What is voltage?,Voltage is the difference in electrical states between two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.6t,Beetle_Train,What is voltage?,Voltage is the difference in the electrical states of the positive and negative terminals of a battery .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.7t,Beetle_Train,What is voltage?,Voltage is the measurement between the electrical states of the positive and negative terminals of a battery .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.9t,Beetle_Train,What is voltage?,Voltage is a difference between the electrical states .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.10t,Beetle_Train,What is voltage?,Voltage is the difference between the positive and negative terminals of a battery .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.11t,Beetle_Train,What is voltage?,Voltage is the difference of electrical states in a battery .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.12t,Beetle_Train,What is voltage?,Voltage is the difference in electricity between terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.13t,Beetle_Train,What is voltage?,Voltage is the difference of electrical states between two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.14t,Beetle_Train,What is voltage?,Voltage is the difference between two terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.15t,Beetle_Train,What is voltage?,Two terminals have different electrical states .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.16t,Beetle_Train,What is voltage?,Voltage is a measurement of electricity .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.17t,Beetle_Train,What is voltage?,Voltage is the different in the positive terminal and negative terminal .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.18t,Beetle_Train,What is voltage?,Voltage is the difference between the electrical state of the positive terminal and the negative terminal .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.19t,Beetle_Train,What is voltage?,Voltage is the difference between two terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.20t,Beetle_Train,What is voltage?,Voltage is the difference in connections between terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.21t,Beetle_Train,What is voltage?,Voltage is the difference in electrical state between two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.22t,Beetle_Train,What is voltage?,Voltage is the difference in electrical states between two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.23t,Beetle_Train,What is voltage?,Voltage is the difference in batteries .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
