"student_answer_id","question_paper","question_type","question_text","student_answer","model_answer","gap"
"HB.60.614.1","Scients_UD","Concept-completion","A person is a fast runner but he is slow at responding to the starting gun. How could he improve his start time?","The person can improve his start by practicing.","A person could practice responding to the starting gun to improve his start time.","practice responding to the starting gun"
"WA.24b.279.1","Scients_UD","Concept-completion","A person sprayed water on her mother's car. The water drops looked just like those she had seen on other surfaces that do not absorb water. What property of water causes the drop to be shaped that way?","Because there is surface tension or skin.","Surface tension causes the drop to form a dome or bead shape."," "
"WA.24b.288.1","Scients_UD","Concept-completion","A person sprayed water on her mother's car. The water drops looked just like those she had seen on other surfaces that do not absorb water. What property of water causes the drop to be shaped that way?","The surface of the car does not absorb water and it beads up and form a little ball.","Surface tension causes the drop to form a dome or bead shape.","Surface tension causes the drop to form a dome or bead shape"
"WA.24b.301.1","Scients_UD","Concept-completion","A person sprayed water on her mother's car. The water drops looked just like those she had seen on other surfaces that do not absorb water. What property of water causes the drop to be shaped that way?","The surface of the car can not absorb in the water will make a bubble like shape or surface tension will stick all the water together.","Surface tension causes the drop to form a dome or bead shape."," "
"WA.24b.351.1","Scients_UD","Concept-completion","A person sprayed water on her mother's car. The water drops looked just like those she had seen on other surfaces that do not absorb water. What property of water causes the drop to be shaped that way?","Surface area causes the drop to form a dome or bead shape.","Surface tension causes the drop to form a dome or bead shape.","Surface tension causes the drop to form a dome or bead shape"
"WA.24b.365.1","Scients_UD","Concept-completion","A person sprayed water on her mother's car. The water drops looked just like those she had seen on other surfaces that do not absorb water. What property of water causes the drop to be shaped that way?","Plain water like hose water for example will make a dome shape and the surface tension from the car will help make the dome.","Surface tension causes the drop to form a dome or bead shape."," "
"WA.24b.384.1","Scients_UD","Concept-completion","A person sprayed water on her mother's car. The water drops looked just like those she had seen on other surfaces that do not absorb water. What property of water causes the drop to be shaped that way?","Surface tension causes the drop to form a dome or bead shape.","Surface tension causes the drop to form a dome or bead shape."," "
"WA.24b.385.1","Scients_UD","Concept-completion","A person sprayed water on her mother's car. The water drops looked just like those she had seen on other surfaces that do not absorb water. What property of water causes the drop to be shaped that way?","The property of surface tension causes the drop to form a dome or bead shape.","Surface tension causes the drop to form a dome or bead shape."," "
"HB.34.537.1","Scients_UD","Concept-completion","Why are leg bones so large compared to other bones in the human body?","The leg bones have to be big so they can support a person and help him walk.","The leg bones need to be large because the leg bones carry a lot of weight.","because the leg bones carry a lot of weight"
"HB.34.561.1","Scients_UD","Concept-completion","Why are leg bones so large compared to other bones in the human body?","To hold all a person's body weight.","The leg bones need to be large because the leg bones carry a lot of weight."," "
"HB.34.568.1","Scients_UD","Concept-completion","Why are leg bones so large compared to other bones in the human body?","Because the leg bones need to keep a person upright.","The leg bones need to be large because the leg bones carry a lot of weight.","because the leg bones carry a lot of weight"
"HB.34.602.1","Scients_UD","Concept-completion","Why are leg bones so large compared to other bones in the human body?","They need to hold the rest of the skeleton.","The leg bones need to be large because the leg bones carry a lot of weight.","because the leg bones carry a lot of weight"
"HB.34.603.1","Scients_UD","Concept-completion","Why are leg bones so large compared to other bones in the human body?","The leg bones support most of a person's body.","The leg bones need to be large because the leg bones carry a lot of weight.","the leg bones carry a lot of weight"
"HB.34.613.1","Scients_UD","Concept-completion","Why are leg bones so large compared to other bones in the human body?","The leg bones are so long because they support a person's upper body.","The leg bones need to be large because the leg bones carry a lot of weight.","the leg bones carry a lot of weight"
"HB.34.637.1","Scients_UD","Concept-completion","Why are leg bones so large compared to other bones in the human body?","The leg bones are so large because it helps one run fast also it helps one move, walk.","The leg bones need to be large because the leg bones carry a lot of weight.","because the leg bones carry a lot of weight ."
"WA.16b.510.1","Scients_UD","Concept-completion","Why does the level of the water in the straw go up when the bottle-and-straw thermometer is heated?","Because when water molecules are warm they like to expand.","Water expands when water is heated."," "
"WA.16b.525.1","Scients_UD","Concept-completion","Why does the level of the water in the straw go up when the bottle-and-straw thermometer is heated?","Because when one puts hot water into room temperature water it will rise up. Because the water in the bottle is cold and not in the bottle is not cold.","Water expands when water is heated.","Water expands when water is heated"
"WA.16b.526.1","Scients_UD","Concept-completion","Why does the level of the water in the straw go up when the bottle-and-straw thermometer is heated?","Because the water in the thermometer is room temperature water and hot water is less dense than room temperature water causing it to float or rise.","Water expands when water is heated."," "
"WA.16b.530.1","Scients_UD","Concept-completion","Why does the level of the water in the straw go up when the bottle-and-straw thermometer is heated?","Because the warm water is less dense so it expands.","Water expands when water is heated."," "
"WA.16b.566.1","Scients_UD","Concept-completion","Why does the level of the water in the straw go up when the bottle-and-straw thermometer is heated?","The hot water is more dense it is getting more dense.","Water expands when water is heated.","Water expands when water is heated"
"WA.16b.567.1","Scients_UD","Concept-completion","Why does the level of the water in the straw go up when the bottle-and-straw thermometer is heated?","Because hot water expands.","Water expands when water is heated."," "
"WA.16b.596.1","Scients_UD","Concept-completion","Why does the level of the water in the straw go up when the bottle-and-straw thermometer is heated?","Because warm water is denser than cold water. When a substance is denser it squeezes up in a small space.","Water expands when water is heated.","Water expands when water is heated"
"EV.11.254.1","Scients_UD","Concept-completion","What is the relationship between an organism's range of tolerance and its optimum condition?","A range of tolerance is what is the lowest to the highest of something that an organism can live in, and a optimum condition is the best place for an organism to grow in.","The optimum condition is within the range of tolerance."," "
"EV.11.279.1","Scients_UD","Concept-completion","What is the relationship between an organism's range of tolerance and its optimum condition?","An organism's range of tolerance and its optimum condition are conditions the organisms can live in.","The optimum condition is within the range of tolerance.","optimum condition is within the range of tolerance"
"EV.11.320.1","Scients_UD","Concept-completion","What is the relationship between an organism's range of tolerance and its optimum condition?","An organism's range of tolerance and its optimum condition both have places where an organism can live and stay.","The optimum condition is within the range of tolerance.","The optimum condition is within the range of tolerance"
"EV.11.328.1","Scients_UD","Concept-completion","What is the relationship between an organism's range of tolerance and its optimum condition?","The relationship is that the optimum condition is somewhere in the range of tolerance.","The optimum condition is within the range of tolerance."," "
"EV.11.428.1","Scients_UD","Concept-completion","What is the relationship between an organism's range of tolerance and its optimum condition?","The optimum condition is the best and range of tolerance is what it survive in, optimum condition equals thrive, range of tolerance equals survive.","The optimum condition is within the range of tolerance."," "
"EV.11.441.1","Scients_UD","Concept-completion","What is the relationship between an organism's range of tolerance and its optimum condition?","Organisms need water, food, and a habitat.","The optimum condition is within the range of tolerance.","The optimum condition is within the range of tolerance"
"EV.11.454.1","Scients_UD","Concept-completion","What is the relationship between an organism's range of tolerance and its optimum condition?","An organisms optimum condition is within its range of tolerance.","The optimum condition is within the range of tolerance."," "
"SE.4a.107.1","Scients_Train","Definition","What is a heat sink?","The cement is heat sink and the wood is heat sink.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.109.1","Scients_Train","Definition","What is a heat sink?","Something that could hold energy.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.123.1","Scients_Train","Definition","What is a heat sink?","A heat sink is an object that can attract heat.","A heat sink is any material that absorbs a lot of heat."," "
"SE.4a.126.1","Scients_Train","Definition","What is a heat sink?","Heat sink is anything that gets or contains heat.","A heat sink is any material that absorbs a lot of heat."," "
"SE.4a.144.1","Scients_Train","Definition","What is a heat sink?","It is when the sun absorbs the water from the sand.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.159.1","Scients_Train","Definition","What is a heat sink?","A heat sink is something that traps heat in. Like water it heats up and traps the heat to make boiling water.","A heat sink is any material that absorbs a lot of heat."," "
"SE.4a.327.1","Scients_UA","Definition","What is a heat sink?","A material that goes slowly and energy goes slowly.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.407.1","Scients_UA","Definition","What is a heat sink?","Something the heat sinks into.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.506.1","Scients_UA","Definition","What is a heat sink?","Sand is heat sink.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.521.1","Scients_UA","Definition","What is a heat sink?","A system that takes a long time to heat up and a long time to cool off.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.175.1","Scients_Train","Definition","What is a heat sink?","A heat sink heats up slowly and cools down slowly.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.190.1","Scients_Train","Definition","What is a heat sink?","A heat sink is when the temperature in the thermometer goes down or decreases.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.191.1","Scients_Train","Definition","What is a heat sink?","A heat sink is something that absorbs heat and loses heat slow like water.","A heat sink is any material that absorbs a lot of heat."," "
"SE.4a.316.1","Scients_Train","Definition","What is a heat sink?","A heat sink is an earth material that absorbs energy slowly and releases it slowly.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.382.1","Scients_Train","Definition","What is a heat sink?","A heat sink is a material that decreases heat such as water.","A heat sink is any material that absorbs a lot of heat."," "
"SE.4a.409.1","Scients_Train","Definition","What is a heat sink?","A heat sink is something that absorbs sunlight quickly. Water is the best heat sink.","A heat sink is any material that absorbs a lot of heat."," "
"SE.4a.429.1","Scients_Train","Definition","What is a heat sink?","A heat sink is when the temperature drops.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.441.1","Scients_Train","Definition","What is a heat sink?","A heat sink is when a temperature goes up just a little or down a little.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.493.1","Scients_Train","Definition","What is a heat sink?","A heat sink is a substance that can take in and give off heat.","A heat sink is any material that absorbs a lot of heat."," "
"SE.4a.564.1","Scients_Train","Definition","What is a heat sink?","A heat sink is a material that slows down another.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.598.1","Scients_Train","Definition","What is a heat sink?","A heat sink is something takes long to cool down and get hot.","A heat sink is any material that absorbs a lot of heat."," "
"SE.4a.602.1","Scients_Train","Definition","What is a heat sink?","A heat sink is something that takes water to absorb.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.605.1","Scients_Train","Definition","What is a heat sink?","A heat sink is not a thing like water.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"SE.4a.620.1","Scients_Train","Definition","What is a heat sink?","A heat sink is water because it absorbs slowly and it lets go slowly.","A heat sink is any material that absorbs a lot of heat.","any material that absorbs a lot of heat"
"MS.39.105.1","Scients_Train","Explanation","Why is it important to use a standard unit when making a measurement?","One might get more medicine than one needs.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.","everyone gets the same measurement"
"MS.39.110.1","Scients_Train","Explanation","Why is it important to use a standard unit when making a measurement?","People use a standard unit all around the world. And it is important.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement."," "
"MS.39.113.1","Scients_Train","Explanation","Why is it important to use a standard unit when making a measurement?","If one does not use a standard unit one might not get the right answer one may not even get one that is close.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement."," "
"MS.39.153.1","Scients_Train","Explanation","Why is it important to use a standard unit when making a measurement?","So one can find the actual answer to a question that one have.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.","So people know exactly what the measurement means . A standard is necessary so everyone measures using the same unit and everyone gets the same measurement"
"MS.39.174.1","Scients_Train","Explanation","Why is it important to use a standard unit when making a measurement?","Because if one do not one will get the wrong measurement.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.","A standard is necessary so everyone measures using the same unit and everyone gets the same measurement"
"MS.39.276.1","Scients_Train","Explanation","Why is it important to use a standard unit when making a measurement?","People use standard units because if somebody makes bottles of water they put at the bottom how many liters it is.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.","So people know exactly what the measurement means . A standard is necessary so everyone measures using the same unit and everyone gets the same measurement"
"PS.44.104.1","Scients_Train","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","The small string has the highest pitch than the long one.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower."," "
"PS.44.105.1","Scients_Train","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","The sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked because the little string makes a height sound.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower."," "
"PS.44.111.1","Scients_Train","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","The short string, will make a high sound and a long string will make a low sound. The short string and the long string are different because they are high and low.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower."," "
"PS.44.114.1","Scients_Train","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","If one plucks the string, it makes a volume.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.","If the string is shorter , the pitch will be higher . If the string is longer , the pitch will be lower"
"PS.44.118.1","Scients_Train","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","A short string being plucked is different than the long string being plucked because the long string has the lowest pitch. And the shortest has the highest pitch.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower."," "
"PS.44.138.1","Scients_Train","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","A little string has a high pitch and a big string has a low pitch.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower."," "
"FN.20b.101.1","Scients_Train","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","Using only the results from her experiment, a person will know which one has more fat in it by the larger the grease spot the more fat.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat."," "
"FN.20b.123.1","Scients_Train","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","A person will know which one has the most fat is checking the size of the grease spots.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat."," "
"FN.20b.148.1","Scients_Train","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","Look at the grease that is on the brown paper and what has the most grease has the most fat.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat."," "
"FN.20b.156.1","Scients_Train","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","The bigger the grease spot the more fat.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat."," "
"FN.20b.218.1","Scients_Train","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","Whichever one is higher on the graph has more fat.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat.","A person should compare the size of the grease spots"
"FN.20b.265.1","Scients_Train","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","One can tell which one has more fat by looking at the brown piece of paper and the biggest grease spot has more fat in it.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat."," "
"MX.16a.140.1","Scients_Train","Explanation","A person made a saturated solution by adding a solid to 100 milliliters water. Another person made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","No because one has more water.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","Yes . If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration . Once a solution is saturated , the solution can not get any more concentrated"
"MX.16a.206.1","Scients_Train","Explanation","A person made a saturated solution by adding a solid to 100 milliliters water. Another person made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","No, because the persons do not say how much spoons are in there and 250 milliliters is more concentrated.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","Yes . If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration . Once a solution is saturated , the solution can not get any more concentrated"
"MX.16a.277.1","Scients_Train","Explanation","A person made a saturated solution by adding a solid to 100 milliliters water. Another person made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","No because the concentration has to be equal.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","Yes . If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration . Once a solution is saturated , the solution can not get any more concentrated"
"MX.16a.366.1","Scients_Train","Explanation","A person made a saturated solution by adding a solid to 100 milliliters water. Another person made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","No the saturated solutions do not because they are not the same amount of water and it will not equal the same.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","Yes . If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration . Once a solution is saturated , the solution can not get any more concentrated"
"MX.16a.386.1","Scients_Train","Explanation","A person made a saturated solution by adding a solid to 100 milliliters water. Another person made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","No, because there is less room for the solute to spread out in the person's solution. The material at the bottom is not part of the solution.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","Yes . If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration . Once a solution is saturated , the solution can not get any more concentrated"
"MX.16a.389.1","Scients_Train","Explanation","A person made a saturated solution by adding a solid to 100 milliliters water. Another person made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","Yes because the saturated solutions both have the same amount of solid.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","Yes . If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration"
"FN.19b.103.1","Scients_Train","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","Putting the bag of yeast, warm whatever the food sample one are tasting.","A person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.","A person should compare the amount of gas in each bag . The bag with the most gas contains the food with the most sugar"
"FN.19b.106.1","Scients_Train","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","Whichever food has the most carbohydrates has more sugar. And that is how a person will know her results.","A person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.","A person should compare the amount of gas in each bag . The bag with the most gas contains the food with the most sugar"
"FN.19b.139.1","Scients_Train","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","Finally a person will have to get a volume tube put the bag in it and press down. Then one are done.","A person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.","The bag with the most gas contains the food with the most sugar"
"FN.19b.145.1","Scients_Train","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","A person will know which food contains the most sugar by how high the volume tube goes. Look at the one with the highest number or highest volume tube.","A person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar."," "
"FN.19b.152.1","Scients_Train","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","If the food puffs up more that means that it has sugar in it.","A person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.","A person should compare the amount of gas in each bag"
"FN.19b.176.1","Scients_Train","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","A person will know because the bag that was highest in the volume tube when pressing down has the most sugar.","A person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar."," "
"MS.39.115.1","Scients_UA","Explanation","Why is it important to use a standard unit when making a measurement?","Because you could not make measurement without a standard unit.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.","A standard is necessary so everyone measures using the same unit and everyone gets the same measurement"
"MS.39.569.1","Scients_UA","Explanation","Why is it important to use a standard unit when making a measurement?","If you have a standard measurement you can get the correct answer and you do not have the wrong answer.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.","A standard is necessary so everyone measures using the same unit and everyone gets the same measurement"
"MS.39.598.1","Scients_UA","Explanation","Why is it important to use a standard unit when making a measurement?","We use a standard unit so we do not get the measurement wrong.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.","A standard is necessary so everyone measures using the same unit and everyone gets the same measurement"
"MS.39.600.1","Scients_UA","Explanation","Why is it important to use a standard unit when making a measurement?","Because it is a standard unit.","So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.","So people know exactly what the measurement means . A standard is necessary so everyone measures using the same unit and everyone gets the same measurement"
"PS.44.145.1","Scients_UA","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","The short string has a higher pitch sound.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.","If the string is longer , the pitch will be lower"
"PS.44.194.1","Scients_UA","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","The lower pitch make 's the loudest noise.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.","If the string is shorter , the pitch will be higher . If the string is longer , the pitch will be lower"
"PS.44.225.1","Scients_UA","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","The shorter the string the higher the pitch the Longer the string the lower the pitch.","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower."," "
"PS.44.255.1","Scients_UA","Explanation","A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.","The shorter string has a higher pitch than the longer string !","If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower."," "
"FN.20b.171.1","Scients_UA","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","By looking at the scale and seeing which one is lower.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat.","A person should compare the size of the grease spots, the sample with the larger grease spot has more fat"
"FN.20b.219.1","Scients_UA","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","A grease spot will appear whatever grease spot is bigger that food has more fat.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat."," "
"FN.20b.298.1","Scients_UA","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","The oil or fat will have spread on the paper.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat.","A person should compare the size of the grease spots, the sample with the larger grease spot has more fat"
"FN.20b.615.1","Scients_UA","Explanation","A person wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will she know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).","And she can help you to measure the cup.","A person should compare the size of the grease spots. The sample with the larger grease spot has more fat.","A person should compare the size of the grease spots, the sample with the larger grease spot has more fat"
"MX.16a.436.1","Scients_UA","Explanation","Mariella made a saturated solution by adding a solid to 100 milliliters water. Richard made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","No because Mariella 's is more concentrated because her 's has less water so it is taste more sweeter or saltier.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","Yes . If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration . Once a solution is saturated , the solution can not get any more concentrated"
"MX.16a.492.1","Scients_UA","Explanation","Mariella made a saturated solution by adding a solid to 100 milliliters water. Richard made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","Yes because they both have the same amount of water.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration"
"MX.16a.497.1","Scients_UA","Explanation","Mariella made a saturated solution by adding a solid to 100 milliliters water. Richard made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","Yes , because if the same amount of solute and make a saturated solution the concentration would be the same if the solutions had the same volume.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration . Once a solution is saturated , the solution can not get any more concentrated"
"MX.16a.636.1","Scients_UA","Explanation","Mariella made a saturated solution by adding a solid to 100 milliliters water. Richard made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.","No because one has 100 milliliters of water and the other has 250 milliliters of water.","Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.","Yes . If both solutions are saturated ( and at the same temperature ) , the solutions will both have the same concentration . Once a solution is saturated , the solution can not get any more concentrated"
"FN.19b.216.1","Scients_UA","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","The person will know which food contains the most sugar by comparing the amount of carbon dioxide each food sample has.","The person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.","The bag with the most gas contains the food with the most sugar"
"FN.19b.424.1","Scients_UA","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","The bag will be full of carbohydrate and it will be fat.","The person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.","The person should compare the amount of gas in each bag"
"FN.19b.514.1","Scients_UA","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","She will know by measuring it also whichever has more bubbles.","The person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.","should compare the amount of gas in each bag"
